Loan ID,Loan Amount,Land Area,Crop,District,Existing Loan Boolean,Loan Tenure,Existing Loan Amount,Interest Rate,Amount to be Repaid,Year,expected_yield,Profit,family size,Net_Profit,Act_Profit,Verdict
21408.0,1575903.92,19.3,chilli,JAYASHANKAR BHOOPALPALLY,True,12.0,39238.0,7.47,1693603.77,2020.0,28216.6,3180933.36,3,2526653.352,793811.582,Yes
65466.0,663945.315,24.22,maize,NAGARKURNOOL,False,12.0,0.0,7.48,713608.4246,2020.0,43886.64,397588.7384,6,392709.3015,-320899.1231,Yes
65466.0,663945.315,24.22,maize,NAGARKURNOOL,False,12.0,0.0,7.48,713608.4246,2020.0,47107.9,470260.364,3,461747.3458,-251861.0788,Yes
12087.0,234745.015,10.95,maize,PEDDAPALLI,True,18.0,43559.0,7.39,260766.4999,2020.0,69050.7,1289913.942,5,1181931.154,877605.6537,Yes
79193.0,689700.55,7.56,paddy,KHAMMAM,False,12.0,0.0,7.32,740193.39,2021.0,111336.12,879123.294,4,836210.9646,96017.5746,Yes
63995.0,71515.72,2.92,maize,NIZAMABAD,False,12.0,0.0,7.44,76836.48957,2021.0,13185.91894,226042.3713,4,226042.3713,149205.8817,Yes
24868.0,503718.855,15.24,groundnut,KARIMNAGAR,True,12.0,9564.0,7.38,540893.3065,2020.0,36743.64,1694695.62,4,1486286.934,935829.6275,No
94621.0,387046.615,16.29,maize,SANGAREDDY,False,12.0,0.0,7.22,414991.3806,2021.0,83893.78309,1494141.477,3,1345313.181,930321.8006,No
83362.0,556872.81,6.69,chilli,HANUMAKONDA,True,12.0,16922.0,7.24,597206.46,2021.0,7231.89,706006.404,4,680405.7636,66277.3036,Yes
79194.0,294162.69,9.03,groundnut,MAHABUBNAGAR,False,18.0,0.0,7.22,326020.5093,2021.0,15067.2896,578433.9496,4,564512.2521,238491.7428,No
70215.0,422722.525,16.75,maize,MANCHERIAL,False,18.0,0.0,7.17,468186.3326,2022.0,95387.46723,1742186.011,3,1519530.207,1051343.875,Yes
36407.0,66940.3,3.27,maize,YADADRI BHUVANAGIRI,False,12.0,0.0,7.38,71880.49414,2021.0,14484.33845,246772.6654,5,246772.6654,174892.1713,No
18790.0,767742.175,22.89,groundnut,JANGOAN,True,12.0,20123.0,7.03,821714.4499,2020.0,34701.24,1244483.52,7,1145586.816,303749.3661,Yes
18790.0,767742.175,22.89,groundnut,JANGOAN,True,12.0,20123.0,7.03,821714.4499,2020.0,34701.24,1244483.52,6,1145586.816,303749.3661,No
94573.0,994429.79,10.57,paddy,HYDERABAD,False,18.0,0.0,7.4,1104837.0,2021.0,129112.55,925126.0375,6,876357.1319,-228479.8681,No
40139.0,689529.385,20.27,groundnut,JAGTIAL,True,18.0,137286.0,7.48,766894.582,2022.0,42513.86084,1850357.703,5,1595250.392,691069.8103,Yes
62322.0,1871264.62,22.32,paddy,MEDCHAL-MALKAJGIRI,True,12.0,144280.0,7.28,2007564.63,2020.0,249113.52,1684165.644,5,1478915.951,-672928.6792,No
62322.0,1871264.62,22.32,paddy,MEDCHAL-MALKAJGIRI,True,12.0,144280.0,7.28,2007564.63,2020.0,260385.12,1813225.464,3,1569257.825,-582586.8052,Yes
32078.0,729882.44,10.39,chilli,MEDCHAL-MALKAJGIRI,False,18.0,0.0,7.47,811665.2,2020.0,22494.35,2848958.78,3,2294271.146,1482605.946,Yes
32078.0,729882.44,10.39,chilli,MEDCHAL-MALKAJGIRI,False,18.0,0.0,7.47,811665.2,2020.0,24707.42,3193312.472,7,2535318.73,1723653.53,Yes
14206.0,1256977.4,16.9,chilli,BHADRADRI,True,12.0,64733.0,7.34,1349227.23,2021.0,23186.8,2548709.28,3,2084096.496,670136.266,No
98825.0,373792.975,15.61,bengal gram,RANGAREDDY,True,12.0,136708.0,7.39,401416.2759,2022.0,17211.11882,599050.5839,7,584098.0548,45973.77885,No
38008.0,438796.765,19.44,bengal gram,VIKARABAD,True,12.0,71186.0,7.27,470697.2898,2022.0,33813.15848,1334042.788,4,1217234.23,675350.9404,Yes
44991.0,597095.52,22.12,maize,MEDCHAL-MALKAJGIRI,False,12.0,0.0,7.37,641101.4598,2020.0,72841.16,1102175.01,5,1026848.758,385747.2984,Yes
84026.0,787121.24,24.21,groundnut,BHADRADRI,True,12.0,115769.0,7.48,845997.9088,2020.0,52923.06,2346263.73,3,1942384.611,980617.7022,Yes
84026.0,787121.24,24.21,groundnut,BHADRADRI,True,12.0,115769.0,7.48,845997.9088,2020.0,52923.06,2346263.73,4,1942384.611,980617.7022,Yes
49472.0,414737.805,17.34,maize,KHAMMAM,True,12.0,27772.0,7.08,444101.2416,2021.0,77921.34291,1333717.076,4,1216973.661,745100.4192,Yes
97218.0,635799.54,8.44,chilli,NALGONDA,False,18.0,0.0,7.01,702665.12,2021.0,9841.04,1002314.144,4,941967.0224,239301.9024,No
67670.0,562017.25,23.45,bengal gram,NIRMAL,True,18.0,137463.0,7.24,623052.3234,2021.0,23286.64723,777909.5434,4,745118.5891,-15396.73432,Yes
93637.0,240379.24,2.95,paddy,MAHABUBNAGAR,False,18.0,0.0,7.07,265854.08,2022.0,61867.4,553984.63,5,541285.3985,275431.3185,Yes
64371.0,271892.63,3.5,chilli,JAYASHANKAR BHOOPALPALLY,True,18.0,163108.0,7.32,301745.98,2021.0,4609.5,497886.2,6,487991.89,23137.91,No
80846.0,520549.02,22.33,maize,SANGAREDDY,False,12.0,0.0,7.18,557924.4396,2022.0,55415.07533,703905.3094,5,678514.7785,120590.3389,No
18103.0,159330.49,6.06,maize,BHADRADRI,True,18.0,193431.0,7.29,176753.2791,2020.0,30760.56,545712.4536,6,533426.8309,163242.5518,Yes
18103.0,159330.49,6.06,maize,BHADRADRI,True,18.0,193431.0,7.29,176753.2791,2020.0,30760.56,545712.4536,3,533426.8309,163242.5518,No
43626.0,1474631.52,19.82,chilli,KHAMMAM,True,18.0,70655.0,7.07,1630939.35,2021.0,45903.12,5900366.432,4,4430256.502,2728662.152,Yes
38489.0,614832.185,22.66,maize,MAHABUBNAGAR,False,18.0,0.0,7.03,679666.2389,2020.0,45161.38,464509.1528,5,456283.6952,-223382.5437,No
38489.0,614832.185,22.66,maize,MAHABUBNAGAR,False,18.0,0.0,7.03,679666.2389,2020.0,31542.72,157272.1832,7,157272.1832,-522394.0557,No
81305.0,394765.68,16.24,bengal gram,NIRMAL,False,18.0,0.0,7.23,437578.018,2021.0,16126.87211,538731.3852,6,526794.816,89216.79796,No
94473.0,16191.395,0.5,groundnut,JANGOAN,False,18.0,0.0,7.37,17981.35372,2020.0,758.0,27184.0,4,27184.0,9202.64628,No
94473.0,16191.395,0.5,groundnut,JANGOAN,False,18.0,0.0,7.37,17981.35372,2020.0,758.0,27184.0,7,27184.0,9202.64628,No
35780.0,1437573.89,14.75,paddy,HANUMAKONDA,False,18.0,0.0,7.37,1596402.44,2021.0,257372.75,2174932.488,6,1822452.741,226050.3013,Yes
30018.0,1649222.85,22.45,chilli,HYDERABAD,False,18.0,0.0,7.38,1831804.86,2022.0,28780.9,3071321.64,5,2449925.148,618120.288,No
35493.0,92755.085,3.48,maize,JAGTIAL,False,18.0,0.0,7.45,103120.4657,2021.0,14877.31261,250500.9325,7,250500.9325,147380.4668,No
43784.0,690823.6,9.58,chilli,RAJANNA SIRCILLA,True,18.0,175770.0,7.35,766977.44,2022.0,11601.38,1204776.968,5,1113821.574,171074.1344,No
75568.0,502966.41,23.32,maize,HANUMAKONDA,True,12.0,90681.0,7.07,538526.1352,2020.0,163216.68,3111691.141,3,2478183.799,1848976.663,Yes
75568.0,502966.41,23.32,maize,HANUMAKONDA,True,12.0,90681.0,7.07,538526.1352,2020.0,163216.68,3111691.141,7,2478183.799,1848976.663,Yes
18639.0,292459.355,13.64,bengal gram,PEDDAPALLI,True,18.0,12149.0,7.06,323430.8007,2022.0,16351.36771,585784.5262,6,571495.2999,235915.4992,Yes
20622.0,16900.09,0.81,bengal gram,KAMAREDDY,False,12.0,0.0,7.42,18154.07668,2022.0,1276.067198,49276.43191,3,49276.43191,31122.35523,No
45165.0,873364.24,10.34,chilli,KOMARAM BHEEM ASIFABAD,True,18.0,90447.0,7.43,970736.24,2021.0,12966.36,1369537.136,4,1245629.709,184446.4688,Yes
57896.0,217980.76,10.64,bengal gram,MEDAK,False,18.0,0.0,7.38,242111.2301,2021.0,14435.59976,536773.5486,4,524934.8712,282823.6411,No
46393.0,23053.295,0.97,maize,MANCHERIAL,True,18.0,49784.0,7.39,25608.75275,2020.0,4277.7,72775.802,3,72775.802,-2616.95075,No
47831.0,393854.665,18.06,maize,NIZAMABAD,False,12.0,0.0,7.39,422960.5247,2020.0,80059.98,1364351.369,4,1241481.095,818520.5703,Yes
47831.0,393854.665,18.06,maize,NIZAMABAD,False,12.0,0.0,7.39,422960.5247,2020.0,80059.98,1364351.369,5,1241481.095,818520.5703,Yes
67697.0,761699.03,10.28,chilli,BHADRADRI,False,18.0,0.0,7.32,845347.77,2022.0,15039.64,1695899.824,5,1487129.877,641782.1068,Yes
12068.0,247379.455,10.57,maize,NALGONDA,False,18.0,0.0,7.11,273762.4739,2022.0,30330.71899,425687.1104,3,419402.7549,145640.281,Yes
59440.0,1064875.51,12.91,paddy,NAGARKURNOOL,False,12.0,0.0,7.07,1140179.57,2021.0,205720.85,1679820.153,4,1475874.107,335694.5367,Yes
75787.0,593866.52,19.41,groundnut,PEDDAPALLI,False,12.0,0.0,7.23,636803.0694,2022.0,21506.28,552408.6,5,539788.17,-97014.8994,Yes
26764.0,468808.805,21.88,bengal gram,RAJANNA SIRCILLA,True,12.0,29183.0,7.42,503594.4183,2020.0,28422.12,1043818.22,3,977245.487,444468.0687,Yes
26764.0,468808.805,21.88,bengal gram,RAJANNA SIRCILLA,True,12.0,29183.0,7.42,503594.4183,2020.0,28422.12,1043818.22,4,977245.487,444468.0687,Yes
26764.0,468808.805,21.88,bengal gram,RAJANNA SIRCILLA,True,12.0,29183.0,7.42,503594.4183,2020.0,16585.04,481556.92,3,472479.074,-60298.3443,No
26764.0,468808.805,21.88,bengal gram,RAJANNA SIRCILLA,True,12.0,29183.0,7.42,503594.4183,2020.0,17164.86,509098.37,5,498643.4515,-34133.9668,Yes
18020.0,1634775.94,17.08,paddy,KARIMNAGAR,True,12.0,26727.0,7.35,1754957.13,2021.0,370499.36,3348284.632,5,2643799.242,862115.1124,No
48085.0,1209286.92,16.71,chilli,MEDAK,False,18.0,0.0,7.47,1344850.75,2020.0,38733.78,4979727.048,6,3785808.934,2440958.184,Yes
48085.0,1209286.92,16.71,chilli,MEDAK,False,18.0,0.0,7.47,1344850.75,2020.0,38733.78,4979727.048,5,3785808.934,2440958.184,Yes
99166.0,221461.35,9.03,bengal gram,MANCHERIAL,False,12.0,0.0,7.19,237384.4211,2021.0,13644.06399,521709.1595,6,510623.7015,273239.2804,Yes
31725.0,218663.07,8.7,maize,JAGTIAL,True,12.0,112682.0,7.29,234603.6078,2022.0,36693.48786,614976.9861,5,598479.2875,251193.6797,Yes
36674.0,212393.215,6.23,groundnut,YADADRI BHUVANAGIRI,False,12.0,0.0,7.3,227897.9197,2020.0,10815.28,425745.74,5,419458.453,191560.5333,Yes
44563.0,1474311.38,17.44,chilli,KAMAREDDY,False,12.0,0.0,7.38,1583135.29,2020.0,52389.76,7058846.976,4,5241192.883,3658057.593,Yes
44563.0,1474311.38,17.44,chilli,KAMAREDDY,False,12.0,0.0,7.38,1583135.29,2020.0,52389.76,7058846.976,6,5241192.883,3658057.593,No
12327.0,401527.85,17.82,bengal gram,JAGTIAL,False,12.0,0.0,7.01,429674.9523,2020.0,23148.18,850129.83,7,810116.847,380441.8947,No
12327.0,401527.85,17.82,bengal gram,JAGTIAL,False,12.0,0.0,7.01,429674.9523,2020.0,23148.18,850129.83,4,810116.847,380441.8947,Yes
12327.0,401527.85,17.82,bengal gram,JAGTIAL,False,12.0,0.0,7.01,429674.9523,2020.0,13507.56,392200.38,5,387590.361,-42084.5913,No
12327.0,401527.85,17.82,bengal gram,JAGTIAL,False,12.0,0.0,7.01,429674.9523,2020.0,27959.58,1078671.33,4,1006870.631,577195.6782,Yes
72861.0,693078.47,8.38,paddy,SANGAREDDY,True,18.0,31815.0,7.09,766805.63,2020.0,113046.2,855786.55,4,815207.895,16587.265,No
67506.0,472899.08,17.51,maize,MEDAK,True,18.0,123155.0,7.33,524894.3338,2021.0,88864.74117,1576441.431,4,1403509.002,755459.6678,Yes
70878.0,279320.665,11.42,maize,MEDAK,False,18.0,0.0,7.03,308775.0291,2022.0,35366.77981,518507.0925,5,507581.7379,198806.7088,Yes
19107.0,563744.7,22.36,maize,NAGARKURNOOL,False,12.0,0.0,7.42,605574.5567,2022.0,29415.61882,116623.6806,6,116623.6806,-488950.8761,No
33457.0,289533.945,11.86,maize,JAGTIAL,False,12.0,0.0,7.48,311191.0841,2022.0,50021.23748,838347.9375,3,799513.1438,488322.0597,Yes
79947.0,679950.6,8.13,chilli,KAMAREDDY,True,18.0,127569.0,7.28,754179.21,2020.0,24422.52,3290620.752,5,2603434.526,1721686.316,Yes
42660.0,300028.35,13.11,bengal gram,MEDAK,True,12.0,70286.0,7.13,321420.3714,2021.0,17786.72114,661381.6942,3,640243.5247,248537.1533,Yes
90877.0,294857.02,3.94,chilli,MAHABUBNAGAR,True,12.0,98554.0,7.27,316306.95,2021.0,4357.64,431121.104,6,424565.0488,9704.0988,No
79882.0,1075469.07,14.36,chilli,VIKARABAD,False,12.0,0.0,7.34,1154434.02,2021.0,34291.68,4435815.488,7,3405070.842,2250636.822,Yes
91575.0,423551.34,17.73,bengal gram,MAHABUBABAD,True,12.0,148740.0,7.04,453369.3543,2020.0,23031.27,845836.245,3,806252.6205,204143.2662,Yes
91575.0,423551.34,17.73,bengal gram,MAHABUBABAD,True,12.0,148740.0,7.04,453369.3543,2020.0,26878.68,1028588.22,5,964299.987,362190.6327,Yes
22170.0,1086350.67,11.68,paddy,MEDAK,False,18.0,0.0,7.1,1202125.97,2022.0,195231.2,1624089.4,5,1436862.58,234736.61,No
97547.0,1134650.57,15.49,chilli,MEDAK,True,18.0,106775.0,7.08,1255171.51,2022.0,21019.93,2299911.828,6,1909938.28,547991.7696,Yes
68545.0,144627.68,4.2,groundnut,VIKARABAD,True,18.0,85239.0,7.03,159878.6689,2020.0,7329.0,289419.9,3,289419.9,44302.2311,No
68545.0,144627.68,4.2,groundnut,VIKARABAD,True,18.0,85239.0,7.03,159878.6689,2020.0,7329.0,289419.9,5,289419.9,44302.2311,No
38377.0,122299.675,5.01,maize,ADILABAD,False,12.0,0.0,7.3,131227.5513,2022.0,22670.66929,388890.6692,3,384446.1357,253218.5844,Yes
56624.0,190686.73,2.61,chilli,RAJANNA SIRCILLA,False,12.0,0.0,7.5,204982.8,2021.0,3017.16,305896.176,7,305601.3672,100618.5672,No
76956.0,532591.31,6.9,chilli,SIDDIPET,False,12.0,0.0,7.13,570575.33,2020.0,15759.6,2019756.96,5,1713829.872,1143254.542,No
76956.0,532591.31,6.9,chilli,SIDDIPET,False,12.0,0.0,7.13,570575.33,2020.0,16677.3,2162551.08,7,1813785.756,1243210.426,Yes
80863.0,131394.985,5.1,maize,NIRMAL,True,12.0,103641.0,7.48,141223.3299,2021.0,24387.04894,425410.5241,3,419139.9979,174275.668,No
61855.0,897953.51,11.36,chilli,SURYAPET,False,18.0,0.0,7.46,998390.5,2021.0,29156.64518,3824820.07,7,2977374.049,1978983.549,Yes
38492.0,383335.68,5.06,chilli,PEDDAPALLI,True,18.0,169227.0,7.46,426250.66,2022.0,7478.68,846562.288,5,806906.0592,211428.3992,No
27778.0,2309292.707,2.4,paddy,KOMARAM BHEEM ASIFABAD,True,12.0,205240.4609,7.06,243411.77,2020.0,39823.2,330364.44,4,-2118236.178,34558.448,Yes
27778.0,227352.36,2.4,paddy,KOMARAM BHEEM ASIFABAD,True,12.0,50876.0,7.06,243411.77,2020.0,59582.4,556607.28,7,543776.916,249489.146,Yes
26560.0,505063.46,7.15,chilli,RAJANNA SIRCILLA,True,12.0,179415.0,7.06,540719.12,2022.0,8658.65,899181.14,4,854263.026,134128.906,Yes
79655.0,1736770.3,23.22,chilli,KARIMNAGAR,False,18.0,0.0,7.11,1922102.58,2021.0,66018.55501,8817243.32,5,6472070.324,4549967.744,Yes
40797.0,657449.545,21.8,groundnut,KARIMNAGAR,True,12.0,94563.0,7.17,704588.6774,2021.0,50449.28497,2290153.196,3,1903107.237,1103955.56,Yes
19297.0,171202.87,8.01,bengal gram,JAGTIAL,True,12.0,107122.0,7.41,183889.0027,2022.0,11871.18911,451773.5227,3,444184.8466,153173.8439,Yes
97781.0,1673691.43,23.79,chilli,SANGAREDDY,True,12.0,107979.0,7.0,1790866.61,2020.0,52623.48,6697246.608,4,4988072.626,3089227.016,Yes
97781.0,1673691.43,23.79,chilli,SANGAREDDY,True,12.0,107979.0,7.0,1790866.61,2020.0,51790.83,6567686.268,3,4897380.388,2998534.778,Yes
88754.0,1544399.56,21.48,chilli,SIDDIPET,False,12.0,0.0,7.4,1658626.3,2021.0,50327.64,6484786.224,7,4839350.357,3180724.057,Yes
90908.0,379489.495,16.63,maize,YADADRI BHUVANAGIRI,False,12.0,0.0,7.02,406129.6575,2022.0,51407.51429,752933.8324,4,722640.4491,316510.7916,Yes
93569.0,1982940.93,20.31,paddy,RANGAREDDY,True,12.0,85483.0,7.16,2125013.39,2020.0,263522.25,1954344.983,4,1668041.488,-542454.9023,Yes
93569.0,1982940.93,20.31,paddy,RANGAREDDY,True,12.0,85483.0,7.16,2125013.39,2020.0,313302.06,2524323.807,4,2067026.665,-143469.7251,No
38678.0,504659.98,5.81,paddy,SIDDIPET,False,12.0,0.0,7.03,540122.97,2021.0,75466.09,560002.9505,3,547002.803,6879.832975,No
54737.0,917450.63,9.77,paddy,VIKARABAD,False,18.0,0.0,7.04,1014341.4,2020.0,141391.44,1107589.728,3,1031451.269,17109.8688,No
39635.0,163128.15,7.51,maize,WARANGAL,True,18.0,41660.0,7.03,180330.0134,2022.0,38420.92922,683059.0332,6,659753.1299,437763.1165,Yes
30082.0,453002.335,20.15,bengal gram,YADADRI BHUVANAGIRI,False,18.0,0.0,7.15,501586.8354,2022.0,32539.43442,1263603.735,5,1160882.988,659296.1526,Yes
58530.0,800615.45,8.17,paddy,JANGOAN,False,18.0,0.0,7.17,886680.36,2022.0,201839.85,1883464.823,4,1618425.376,731745.0158,Yes
79786.0,547041.365,24.97,bengal gram,WARANGAL,True,18.0,10740.0,7.0,604480.7083,2022.0,31233.50372,1134111.307,3,1053994.611,438773.9024,No
70029.0,252579.64,7.3,groundnut,PEDDAPALLI,True,18.0,174726.0,7.38,280540.2061,2021.0,16134.78181,718703.2449,3,691832.9204,236566.7143,No
65523.0,554742.825,17.64,groundnut,MAHABUBNAGAR,False,12.0,0.0,7.5,596348.5369,2022.0,19668.6,509875.38,4,499381.611,-96966.9259,No
42551.0,1034217.17,12.44,paddy,NIZAMABAD,True,12.0,60156.0,7.29,1109660.69,2021.0,264511.72,2377574.474,5,1964302.132,794485.4418,Yes
95099.0,146909.8,7.19,bengal gram,SANGAREDDY,False,12.0,0.0,7.49,157913.344,2021.0,9876.08664,368482.8754,3,365058.7316,207145.3876,Yes
50171.0,978203.2,12.27,chilli,VIKARABAD,True,12.0,57616.0,7.34,1050047.0,2020.0,30196.47,3929585.292,6,3050709.704,1943046.704,Yes
50171.0,978203.2,12.27,chilli,VIKARABAD,True,12.0,57616.0,7.34,1050047.0,2020.0,30257.82,3939131.352,4,3057391.946,1949728.946,No
44992.0,321933.535,9.39,groundnut,NAGARKURNOOL,False,12.0,0.0,7.31,345466.8764,2022.0,17976.5676,748089.8226,4,718280.8403,372813.9639,Yes
47571.0,162721.88,6.61,maize,PEDDAPALLI,False,12.0,0.0,7.25,174519.2163,2020.0,41682.66,778660.3796,7,745794.3416,571275.1253,Yes
47571.0,162721.88,6.61,maize,PEDDAPALLI,False,12.0,0.0,7.25,174519.2163,2020.0,41682.66,778660.3796,3,745794.3416,571275.1253,Yes
13785.0,351844.765,16.68,bengal gram,SANGAREDDY,True,18.0,142163.0,7.28,390266.2133,2021.0,22911.42214,854839.2717,3,814355.3445,281926.1312,No
86470.0,305858.045,11.71,maize,NIZAMABAD,False,12.0,0.0,7.45,328644.4694,2020.0,51910.43,884637.5708,6,841173.8137,512529.3443,Yes
86470.0,305858.045,11.71,maize,NIZAMABAD,False,12.0,0.0,7.45,328644.4694,2020.0,51910.43,884637.5708,5,841173.8137,512529.3443,Yes
51431.0,999865.24,13.35,chilli,JOGULAMBA GADWAL,True,18.0,42531.0,7.06,1105804.8,2021.0,16554.0,1739131.2,5,1517391.84,369056.04,Yes
84160.0,1745911.98,23.27,chilli,NIZAMABAD,True,12.0,110922.0,7.41,1875296.92,2022.0,23688.86,2227609.176,7,1859326.423,-126892.4968,No
70497.0,223652.35,3.18,chilli,MAHABUBNAGAR,False,12.0,0.0,7.02,239356.13,2021.0,3517.08,347960.688,6,345562.6536,106206.5236,Yes
96703.0,259141.095,10.32,maize,SIDDIPET,True,18.0,65072.0,7.18,287050.5909,2022.0,26379.12154,342654.8219,6,340522.0808,-11600.51005,Yes
16332.0,501012.845,21.29,bengal gram,BHADRADRI,True,18.0,70859.0,7.29,555798.5996,2020.0,32275.64,1235118.06,3,1138094.448,511436.8484,Yes
72011.0,1091645.11,12.71,paddy,RANGAREDDY,True,18.0,148191.0,7.38,1212463.28,2021.0,172639.93,1311511.218,5,1199208.975,-161445.3052,No
60632.0,1418266.2,15.66,paddy,WARANGAL,True,12.0,137624.0,7.23,1520874.5,2021.0,314672.04,2783381.778,6,2248367.245,589868.7446,No
55978.0,50034.68,0.67,chilli,JOGULAMBA GADWAL,False,18.0,0.0,7.47,55640.71,2020.0,836.83,88220.508,5,88220.508,32579.798,No
55978.0,50034.68,0.67,chilli,JOGULAMBA GADWAL,False,18.0,0.0,7.47,55640.71,2020.0,718.24,69767.904,3,69767.904,14127.194,No
63520.0,842341.38,8.69,paddy,KARIMNAGAR,True,12.0,177956.0,7.29,903762.15,2021.0,188503.48,1703547.626,6,1492483.338,410765.1882,Yes
47334.0,502783.4,15.59,groundnut,SURYAPET,True,12.0,111379.0,7.1,538481.0214,2022.0,16244.78,378353.71,4,374436.0245,-275423.9969,Yes
75175.0,1639029.74,22.52,chilli,NIZAMABAD,False,12.0,0.0,7.44,1760920.07,2022.0,22925.36,2155812.576,6,1809068.803,48148.7332,No
15766.0,1937768.51,21.19,paddy,JANGOAN,False,18.0,0.0,7.23,2147939.5,2021.0,235653.99,1589195.965,4,1412437.176,-735502.3242,Yes
51411.0,1570973.49,17.16,paddy,JAYASHANKAR BHOOPALPALLY,False,12.0,0.0,7.28,1685392.82,2021.0,332783.88,2912255.346,6,2338578.742,653185.9222,Yes
93784.0,201870.78,7.48,maize,SIDDIPET,False,12.0,0.0,7.41,216829.4048,2021.0,40250.9261,725077.6528,4,697569.8875,480740.4827,Yes
37199.0,1240260.28,14.91,paddy,JAYASHANKAR BHOOPALPALLY,True,12.0,80733.0,7.36,1331522.13,2022.0,239678.25,1963956.383,5,1674769.468,262514.3378,Yes
16083.0,267798.825,11.06,bengal gram,KARIMNAGAR,False,18.0,0.0,7.4,297524.4946,2020.0,14366.94,527633.89,5,516252.1955,218727.7009,No
16083.0,267798.825,11.06,bengal gram,KARIMNAGAR,False,18.0,0.0,7.4,297524.4946,2020.0,8383.48,243419.54,5,243419.54,-54104.9546,No
16083.0,267798.825,11.06,bengal gram,KARIMNAGAR,False,18.0,0.0,7.4,297524.4946,2020.0,8676.57,257341.315,5,257341.315,-40183.1796,Yes
47978.0,546861.26,17.89,groundnut,ADILABAD,False,18.0,0.0,7.42,607726.9182,2022.0,19517.99,489837.145,4,480345.2878,-127381.6304,No
28130.0,2301799.14,23.49,paddy,RAJANNA SIRCILLA,True,18.0,11160.0,7.02,2544167.2,2022.0,603739.98,5683403.151,5,4278382.206,1723055.006,Yes
22883.0,244201.405,7.64,groundnut,NALGONDA,True,18.0,40644.0,7.38,271234.5005,2020.0,11177.32,389659.1,6,385176.145,73297.6445,Yes
22883.0,244201.405,7.64,groundnut,NALGONDA,True,18.0,40644.0,7.38,271234.5005,2020.0,11177.32,389659.1,4,385176.145,73297.6445,Yes
75928.0,200446.195,6.64,groundnut,KOMARAM BHEEM ASIFABAD,True,18.0,78452.0,7.29,222364.9864,2022.0,13636.51457,587715.9552,7,573330.1574,272513.171,No
63970.0,940341.28,13.43,chilli,ADILABAD,False,18.0,0.0,7.36,1044193.69,2021.0,15968.27,1642977.852,5,1450084.496,405890.8064,Yes
28987.0,448679.99,6.38,chilli,KOMARAM BHEEM ASIFABAD,False,12.0,0.0,7.2,480994.47,2022.0,7024.38,693146.168,4,668831.5512,187837.0812,No
65603.0,1729601.66,18.7,paddy,JAGTIAL,True,12.0,129100.0,7.03,1851276.31,2022.0,470828.6,4412266.87,4,3388586.809,1408210.499,No
