Loan ID,Loan Amount,Land Area,Crop,District,Existing Loan Boolean,Loan Tenure,Existing Loan Amount,Interest Rate,Amount to be Repaid,Year,expected_yield,Profit,family size,Net_Profit,Act_Profit,Verdict
21408,1575903.92,19.3,chilli,JAYASHANKAR BHOOPALPALLY,TRUE,12,39238,7.47,1693603.77,2020,25244.4,2718459.04,6,2202921.328,470079.558,Yes
21408,1575903.92,19.3,chilli,JAYASHANKAR BHOOPALPALLY,TRUE,12,39238,7.47,1693603.77,2020,28216.6,3180933.36,3,2526653.352,793811.582,Yes
65466,663945.315,24.22,maize,NAGARKURNOOL,FALSE,12,0,7.48,713608.4246,2020,43886.64,397588.7384,6,392709.3015,-320899.1231,No
65466,663945.315,24.22,maize,NAGARKURNOOL,FALSE,12,0,7.48,713608.4246,2020,47107.9,470260.364,3,461747.3458,-251861.0788,No
12087,234745.015,10.95,maize,PEDDAPALLI,TRUE,18,43559,7.39,260766.4999,2020,69050.7,1289913.942,5,1181931.154,877605.6537,Yes
79193,689700.55,7.56,paddy,KHAMMAM,FALSE,12,0,7.32,740193.39,2021,111336.12,879123.294,4,836210.9646,96017.5746,Yes
63995,71515.72,2.92,maize,NIZAMABAD,FALSE,12,0,7.44,76836.48957,2021,13185.91894,226042.3713,4,226042.3713,149205.8817,Yes
24868,503718.855,15.24,groundnut,KARIMNAGAR,TRUE,12,9564,7.38,540893.3065,2020,36743.64,1694695.62,4,1486286.934,935829.6275,Yes
94621,387046.615,16.29,maize,SANGAREDDY,FALSE,12,0,7.22,414991.3806,2021,83893.78309,1494141.477,3,1345313.181,930321.8006,Yes
83362,556872.81,6.69,chilli,HANUMAKONDA,TRUE,12,16922,7.24,597206.46,2021,7231.89,706006.404,4,680405.7636,66277.3036,Yes
79194,294162.69,9.03,groundnut,MAHABUBNAGAR,FALSE,18,0,7.22,326020.5093,2021,15067.2896,578433.9496,4,564512.2521,238491.7428,Yes
70215,422722.525,16.75,maize,MANCHERIAL,FALSE,18,0,7.17,468186.3326,2022,95387.46723,1742186.011,3,1519530.207,1051343.875,Yes
36407,66940.3,3.27,maize,YADADRI BHUVANAGIRI,FALSE,12,0,7.38,71880.49414,2021,14484.33845,246772.6654,5,246772.6654,174892.1713,Yes
18790,767742.175,22.89,groundnut,JANGOAN,TRUE,12,20123,7.03,821714.4499,2020,34701.24,1244483.52,7,1145586.816,303749.3661,No
18790,767742.175,22.89,groundnut,JANGOAN,TRUE,12,20123,7.03,821714.4499,2020,34701.24,1244483.52,6,1145586.816,303749.3661,No
94573,994429.79,10.57,paddy,HYDERABAD,FALSE,18,0,7.4,1104837,2021,129112.55,925126.0375,6,876357.1319,-228479.8681,No
40139,689529.385,20.27,groundnut,JAGTIAL,TRUE,18,137286,7.48,766894.582,2022,42513.86084,1850357.703,5,1595250.392,691069.8103,Yes
62322,1871264.62,22.32,paddy,MEDCHAL-MALKAJGIRI,TRUE,12,144280,7.28,2007564.63,2020,249113.52,1684165.644,5,1478915.951,-672928.6792,No
62322,1871264.62,22.32,paddy,MEDCHAL-MALKAJGIRI,TRUE,12,144280,7.28,2007564.63,2020,260385.12,1813225.464,3,1569257.825,-582586.8052,No
32078,729882.44,10.39,chilli,MEDCHAL-MALKAJGIRI,FALSE,18,0,7.47,811665.2,2020,22494.35,2848958.78,3,2294271.146,1482605.946,Yes
32078,729882.44,10.39,chilli,MEDCHAL-MALKAJGIRI,FALSE,18,0,7.47,811665.2,2020,24707.42,3193312.472,7,2535318.73,1723653.53,Yes
14206,1256977.4,16.9,chilli,BHADRADRI,TRUE,12,64733,7.34,1349227.23,2021,23186.8,2548709.28,3,2084096.496,670136.266,Yes
98825,373792.975,15.61,bengal gram,RANGAREDDY,TRUE,12,136708,7.39,401416.2759,2022,17211.11882,599050.5839,7,584098.0548,45973.77885,No
38008,438796.765,19.44,bengal gram,VIKARABAD,TRUE,12,71186,7.27,470697.2898,2022,33813.15848,1334042.788,4,1217234.23,675350.9404,Yes
44991,597095.52,22.12,maize,MEDCHAL-MALKAJGIRI,FALSE,12,0,7.37,641101.4598,2020,72841.16,1102175.01,5,1026848.758,385747.2984,Yes
84026,787121.24,24.21,groundnut,BHADRADRI,TRUE,12,115769,7.48,845997.9088,2020,52923.06,2346263.73,3,1942384.611,980617.7022,Yes
84026,787121.24,24.21,groundnut,BHADRADRI,TRUE,12,115769,7.48,845997.9088,2020,52923.06,2346263.73,4,1942384.611,980617.7022,Yes
49472,414737.805,17.34,maize,KHAMMAM,TRUE,12,27772,7.08,444101.2416,2021,77921.34291,1333717.076,4,1216973.661,745100.4192,Yes
97218,635799.54,8.44,chilli,NALGONDA,FALSE,18,0,7.01,702665.12,2021,9841.04,1002314.144,4,941967.0224,239301.9024,Yes
67670,562017.25,23.45,bengal gram,NIRMAL,TRUE,18,137463,7.24,623052.3234,2021,23286.64723,777909.5434,4,745118.5891,-15396.73432,No
93637,240379.24,2.95,paddy,MAHABUBNAGAR,FALSE,18,0,7.07,265854.08,2022,61867.4,553984.63,5,541285.3985,275431.3185,Yes
64371,271892.63,3.5,chilli,JAYASHANKAR BHOOPALPALLY,TRUE,18,163108,7.32,301745.98,2021,4609.5,497886.2,6,487991.89,23137.91,No
80846,520549.02,22.33,maize,SANGAREDDY,FALSE,12,0,7.18,557924.4396,2022,55415.07533,703905.3094,5,678514.7785,120590.3389,No
18103,159330.49,6.06,maize,BHADRADRI,TRUE,18,193431,7.29,176753.2791,2020,30760.56,545712.4536,6,533426.8309,163242.5518,No
18103,159330.49,6.06,maize,BHADRADRI,TRUE,18,193431,7.29,176753.2791,2020,30760.56,545712.4536,3,533426.8309,163242.5518,Yes
43626,1474631.52,19.82,chilli,KHAMMAM,TRUE,18,70655,7.07,1630939.35,2021,45903.12,5900366.432,4,4430256.502,2728662.152,Yes
38489,614832.185,22.66,maize,MAHABUBNAGAR,FALSE,18,0,7.03,679666.2389,2020,45161.38,464509.1528,5,456283.6952,-223382.5437,No
38489,614832.185,22.66,maize,MAHABUBNAGAR,FALSE,18,0,7.03,679666.2389,2020,31542.72,157272.1832,7,157272.1832,-522394.0557,No
81305,394765.68,16.24,bengal gram,NIRMAL,FALSE,18,0,7.23,437578.018,2021,16126.87211,538731.3852,6,526794.816,89216.79796,No
94473,16191.395,0.5,groundnut,JANGOAN,FALSE,18,0,7.37,17981.35372,2020,758,27184,4,27184,9202.64628,No
94473,16191.395,0.5,groundnut,JANGOAN,FALSE,18,0,7.37,17981.35372,2020,758,27184,7,27184,9202.64628,No
35780,1437573.89,14.75,paddy,HANUMAKONDA,FALSE,18,0,7.37,1596402.44,2021,257372.75,2174932.488,6,1822452.741,226050.3013,No
30018,1649222.85,22.45,chilli,HYDERABAD,FALSE,18,0,7.38,1831804.86,2022,28780.9,3071321.64,5,2449925.148,618120.288,Yes
35493,92755.085,3.48,maize,JAGTIAL,FALSE,18,0,7.45,103120.4657,2021,14877.31261,250500.9325,7,250500.9325,147380.4668,No
43784,690823.6,9.58,chilli,RAJANNA SIRCILLA,TRUE,18,175770,7.35,766977.44,2022,11601.38,1204776.968,5,1113821.574,171074.1344,No
75568,502966.41,23.32,maize,HANUMAKONDA,TRUE,12,90681,7.07,538526.1352,2020,163216.68,3111691.141,3,2478183.799,1848976.663,Yes
75568,502966.41,23.32,maize,HANUMAKONDA,TRUE,12,90681,7.07,538526.1352,2020,163216.68,3111691.141,7,2478183.799,1848976.663,Yes
18639,292459.355,13.64,bengal gram,PEDDAPALLI,TRUE,18,12149,7.06,323430.8007,2022,16351.36771,585784.5262,6,571495.2999,235915.4992,No
20622,16900.09,0.81,bengal gram,KAMAREDDY,FALSE,12,0,7.42,18154.07668,2022,1276.067198,49276.43191,3,49276.43191,31122.35523,No
45165,873364.24,10.34,chilli,KOMARAM BHEEM ASIFABAD,TRUE,18,90447,7.43,970736.24,2021,12966.36,1369537.136,4,1245629.709,184446.4688,Yes
57896,217980.76,10.64,bengal gram,MEDAK,FALSE,18,0,7.38,242111.2301,2021,14435.59976,536773.5486,4,524934.8712,282823.6411,Yes
46393,23053.295,0.97,maize,MANCHERIAL,TRUE,18,49784,7.39,25608.75275,2020,4277.7,72775.802,3,72775.802,-2616.95075,No
47831,393854.665,18.06,maize,NIZAMABAD,FALSE,12,0,7.39,422960.5247,2020,80059.98,1364351.369,4,1241481.095,818520.5703,Yes
47831,393854.665,18.06,maize,NIZAMABAD,FALSE,12,0,7.39,422960.5247,2020,80059.98,1364351.369,5,1241481.095,818520.5703,Yes
67697,761699.03,10.28,chilli,BHADRADRI,FALSE,18,0,7.32,845347.77,2022,15039.64,1695899.824,5,1487129.877,641782.1068,Yes
12068,247379.455,10.57,maize,NALGONDA,FALSE,18,0,7.11,273762.4739,2022,30330.71899,425687.1104,3,419402.7549,145640.281,No
59440,1064875.51,12.91,paddy,NAGARKURNOOL,FALSE,12,0,7.07,1140179.57,2021,205720.85,1679820.153,4,1475874.107,335694.5367,Yes
75787,593866.52,19.41,groundnut,PEDDAPALLI,FALSE,12,0,7.23,636803.0694,2022,21506.28,552408.6,5,539788.17,-97014.8994,No
26764,468808.805,21.88,bengal gram,RAJANNA SIRCILLA,TRUE,12,29183,7.42,503594.4183,2020,28422.12,1043818.22,3,977245.487,444468.0687,Yes
26764,468808.805,21.88,bengal gram,RAJANNA SIRCILLA,TRUE,12,29183,7.42,503594.4183,2020,28422.12,1043818.22,4,977245.487,444468.0687,Yes
26764,468808.805,21.88,bengal gram,RAJANNA SIRCILLA,TRUE,12,29183,7.42,503594.4183,2020,16585.04,481556.92,3,472479.074,-60298.3443,No
26764,468808.805,21.88,bengal gram,RAJANNA SIRCILLA,TRUE,12,29183,7.42,503594.4183,2020,17164.86,509098.37,5,498643.4515,-34133.9668,No
18020,1634775.94,17.08,paddy,KARIMNAGAR,TRUE,12,26727,7.35,1754957.13,2021,370499.36,3348284.632,5,2643799.242,862115.1124,Yes
48085,1209286.92,16.71,chilli,MEDAK,FALSE,18,0,7.47,1344850.75,2020,38733.78,4979727.048,6,3785808.934,2440958.184,Yes
48085,1209286.92,16.71,chilli,MEDAK,FALSE,18,0,7.47,1344850.75,2020,38733.78,4979727.048,5,3785808.934,2440958.184,Yes
99166,221461.35,9.03,bengal gram,MANCHERIAL,FALSE,12,0,7.19,237384.4211,2021,13644.06399,521709.1595,6,510623.7015,273239.2804,No
31725,218663.07,8.7,maize,JAGTIAL,TRUE,12,112682,7.29,234603.6078,2022,36693.48786,614976.9861,5,598479.2875,251193.6797,Yes
36674,212393.215,6.23,groundnut,YADADRI BHUVANAGIRI,FALSE,12,0,7.3,227897.9197,2020,10815.28,425745.74,5,419458.453,191560.5333,Yes
44563,1474311.38,17.44,chilli,KAMAREDDY,FALSE,12,0,7.38,1583135.29,2020,52389.76,7058846.976,4,5241192.883,3658057.593,Yes
44563,1474311.38,17.44,chilli,KAMAREDDY,FALSE,12,0,7.38,1583135.29,2020,52389.76,7058846.976,6,5241192.883,3658057.593,Yes
12327,401527.85,17.82,bengal gram,JAGTIAL,FALSE,12,0,7.01,429674.9523,2020,23148.18,850129.83,7,810116.847,380441.8947,No
12327,401527.85,17.82,bengal gram,JAGTIAL,FALSE,12,0,7.01,429674.9523,2020,23148.18,850129.83,4,810116.847,380441.8947,Yes
12327,401527.85,17.82,bengal gram,JAGTIAL,FALSE,12,0,7.01,429674.9523,2020,13507.56,392200.38,5,387590.361,-42084.5913,No
12327,401527.85,17.82,bengal gram,JAGTIAL,FALSE,12,0,7.01,429674.9523,2020,27959.58,1078671.33,4,1006870.631,577195.6782,Yes
72861,693078.47,8.38,paddy,SANGAREDDY,TRUE,18,31815,7.09,766805.63,2020,113046.2,855786.55,4,815207.895,16587.265,No
67506,472899.08,17.51,maize,MEDAK,TRUE,18,123155,7.33,524894.3338,2021,88864.74117,1576441.431,4,1403509.002,755459.6678,Yes
70878,279320.665,11.42,maize,MEDAK,FALSE,18,0,7.03,308775.0291,2022,35366.77981,518507.0925,5,507581.7379,198806.7088,Yes
19107,563744.7,22.36,maize,NAGARKURNOOL,FALSE,12,0,7.42,605574.5567,2022,29415.61882,116623.6806,6,116623.6806,-488950.8761,No
33457,289533.945,11.86,maize,JAGTIAL,FALSE,12,0,7.48,311191.0841,2022,50021.23748,838347.9375,3,799513.1438,488322.0597,Yes
79947,679950.6,8.13,chilli,KAMAREDDY,TRUE,18,127569,7.28,754179.21,2020,24422.52,3290620.752,5,2603434.526,1721686.316,Yes
42660,300028.35,13.11,bengal gram,MEDAK,TRUE,12,70286,7.13,321420.3714,2021,17786.72114,661381.6942,3,640243.5247,248537.1533,Yes
90877,294857.02,3.94,chilli,MAHABUBNAGAR,TRUE,12,98554,7.27,316306.95,2021,4357.64,431121.104,6,424565.0488,9704.0988,No
79882,1075469.07,14.36,chilli,VIKARABAD,FALSE,12,0,7.34,1154434.02,2021,34291.68,4435815.488,7,3405070.842,2250636.822,Yes
91575,423551.34,17.73,bengal gram,MAHABUBABAD,TRUE,12,148740,7.04,453369.3543,2020,23031.27,845836.245,3,806252.6205,204143.2662,Yes
91575,423551.34,17.73,bengal gram,MAHABUBABAD,TRUE,12,148740,7.04,453369.3543,2020,26878.68,1028588.22,5,964299.987,362190.6327,Yes
22170,1086350.67,11.68,paddy,MEDAK,FALSE,18,0,7.1,1202125.97,2022,195231.2,1624089.4,5,1436862.58,234736.61,No
97547,1134650.57,15.49,chilli,MEDAK,TRUE,18,106775,7.08,1255171.51,2022,21019.93,2299911.828,6,1909938.28,547991.7696,Yes
68545,144627.68,4.2,groundnut,VIKARABAD,TRUE,18,85239,7.03,159878.6689,2020,7329,289419.9,3,289419.9,44302.2311,No
68545,144627.68,4.2,groundnut,VIKARABAD,TRUE,18,85239,7.03,159878.6689,2020,7329,289419.9,5,289419.9,44302.2311,No
38377,122299.675,5.01,maize,ADILABAD,FALSE,12,0,7.3,131227.5513,2022,22670.66929,388890.6692,3,384446.1357,253218.5844,Yes
56624,190686.73,2.61,chilli,RAJANNA SIRCILLA,FALSE,12,0,7.5,204982.8,2021,3017.16,305896.176,7,305601.3672,100618.5672,No
76956,532591.31,6.9,chilli,SIDDIPET,FALSE,12,0,7.13,570575.33,2020,15759.6,2019756.96,5,1713829.872,1143254.542,Yes
76956,532591.31,6.9,chilli,SIDDIPET,FALSE,12,0,7.13,570575.33,2020,16677.3,2162551.08,7,1813785.756,1243210.426,Yes
80863,131394.985,5.1,maize,NIRMAL,TRUE,12,103641,7.48,141223.3299,2021,24387.04894,425410.5241,3,419139.9979,174275.668,Yes
61855,897953.51,11.36,chilli,SURYAPET,FALSE,18,0,7.46,998390.5,2021,29156.64518,3824820.07,7,2977374.049,1978983.549,Yes
38492,383335.68,5.06,chilli,PEDDAPALLI,TRUE,18,169227,7.46,426250.66,2022,7478.68,846562.288,5,806906.0592,211428.3992,No
27778,2309292.707,2.4,paddy,KOMARAM BHEEM ASIFABAD,TRUE,12,205240.4609,7.06,243411.77,2020,39823.2,330364.44,4,-2118236.178,34558.448,Yes
27778,227352.36,2.4,paddy,KOMARAM BHEEM ASIFABAD,TRUE,12,50876,7.06,243411.77,2020,59582.4,556607.28,7,543776.916,249489.146,No
26560,505063.46,7.15,chilli,RAJANNA SIRCILLA,TRUE,12,179415,7.06,540719.12,2022,8658.65,899181.14,4,854263.026,134128.906,Yes
79655,1736770.3,23.22,chilli,KARIMNAGAR,FALSE,18,0,7.11,1922102.58,2021,66018.55501,8817243.32,5,6472070.324,4549967.744,Yes
40797,657449.545,21.8,groundnut,KARIMNAGAR,TRUE,12,94563,7.17,704588.6774,2021,50449.28497,2290153.196,3,1903107.237,1103955.56,Yes
19297,171202.87,8.01,bengal gram,JAGTIAL,TRUE,12,107122,7.41,183889.0027,2022,11871.18911,451773.5227,3,444184.8466,153173.8439,Yes
97781,1673691.43,23.79,chilli,SANGAREDDY,TRUE,12,107979,7,1790866.61,2020,52623.48,6697246.608,4,4988072.626,3089227.016,Yes
97781,1673691.43,23.79,chilli,SANGAREDDY,TRUE,12,107979,7,1790866.61,2020,51790.83,6567686.268,3,4897380.388,2998534.778,Yes
88754,1544399.56,21.48,chilli,SIDDIPET,FALSE,12,0,7.4,1658626.3,2021,50327.64,6484786.224,7,4839350.357,3180724.057,Yes
90908,379489.495,16.63,maize,YADADRI BHUVANAGIRI,FALSE,12,0,7.02,406129.6575,2022,51407.51429,752933.8324,4,722640.4491,316510.7916,Yes
93569,1982940.93,20.31,paddy,RANGAREDDY,TRUE,12,85483,7.16,2125013.39,2020,263522.25,1954344.983,4,1668041.488,-542454.9023,No
93569,1982940.93,20.31,paddy,RANGAREDDY,TRUE,12,85483,7.16,2125013.39,2020,313302.06,2524323.807,4,2067026.665,-143469.7251,No
38678,504659.98,5.81,paddy,SIDDIPET,FALSE,12,0,7.03,540122.97,2021,75466.09,560002.9505,3,547002.803,6879.832975,No
54737,917450.63,9.77,paddy,VIKARABAD,FALSE,18,0,7.04,1014341.4,2020,141391.44,1107589.728,3,1031451.269,17109.8688,No
39635,163128.15,7.51,maize,WARANGAL,TRUE,18,41660,7.03,180330.0134,2022,38420.92922,683059.0332,6,659753.1299,437763.1165,Yes
30082,453002.335,20.15,bengal gram,YADADRI BHUVANAGIRI,FALSE,18,0,7.15,501586.8354,2022,32539.43442,1263603.735,5,1160882.988,659296.1526,Yes
58530,800615.45,8.17,paddy,JANGOAN,FALSE,18,0,7.17,886680.36,2022,201839.85,1883464.823,4,1618425.376,731745.0158,Yes
79786,547041.365,24.97,bengal gram,WARANGAL,TRUE,18,10740,7,604480.7083,2022,31233.50372,1134111.307,3,1053994.611,438773.9024,Yes
70029,252579.64,7.3,groundnut,PEDDAPALLI,TRUE,18,174726,7.38,280540.2061,2021,16134.78181,718703.2449,3,691832.9204,236566.7143,Yes
65523,554742.825,17.64,groundnut,MAHABUBNAGAR,FALSE,12,0,7.5,596348.5369,2022,19668.6,509875.38,4,499381.611,-96966.9259,No
42551,1034217.17,12.44,paddy,NIZAMABAD,TRUE,12,60156,7.29,1109660.69,2021,264511.72,2377574.474,5,1964302.132,794485.4418,Yes
95099,146909.8,7.19,bengal gram,SANGAREDDY,FALSE,12,0,7.49,157913.344,2021,9876.08664,368482.8754,3,365058.7316,207145.3876,Yes
50171,978203.2,12.27,chilli,VIKARABAD,TRUE,12,57616,7.34,1050047,2020,30196.47,3929585.292,6,3050709.704,1943046.704,Yes
50171,978203.2,12.27,chilli,VIKARABAD,TRUE,12,57616,7.34,1050047,2020,30257.82,3939131.352,4,3057391.946,1949728.946,Yes
44992,321933.535,9.39,groundnut,NAGARKURNOOL,FALSE,12,0,7.31,345466.8764,2022,17976.5676,748089.8226,4,718280.8403,372813.9639,Yes
47571,162721.88,6.61,maize,PEDDAPALLI,FALSE,12,0,7.25,174519.2163,2020,41682.66,778660.3796,7,745794.3416,571275.1253,Yes
47571,162721.88,6.61,maize,PEDDAPALLI,FALSE,12,0,7.25,174519.2163,2020,41682.66,778660.3796,3,745794.3416,571275.1253,Yes
13785,351844.765,16.68,bengal gram,SANGAREDDY,TRUE,18,142163,7.28,390266.2133,2021,22911.42214,854839.2717,3,814355.3445,281926.1312,Yes
86470,305858.045,11.71,maize,NIZAMABAD,FALSE,12,0,7.45,328644.4694,2020,51910.43,884637.5708,6,841173.8137,512529.3443,Yes
86470,305858.045,11.71,maize,NIZAMABAD,FALSE,12,0,7.45,328644.4694,2020,51910.43,884637.5708,5,841173.8137,512529.3443,Yes
51431,999865.24,13.35,chilli,JOGULAMBA GADWAL,TRUE,18,42531,7.06,1105804.8,2021,16554,1739131.2,5,1517391.84,369056.04,Yes
84160,1745911.98,23.27,chilli,NIZAMABAD,TRUE,12,110922,7.41,1875296.92,2022,23688.86,2227609.176,7,1859326.423,-126892.4968,No
70497,223652.35,3.18,chilli,MAHABUBNAGAR,FALSE,12,0,7.02,239356.13,2021,3517.08,347960.688,6,345562.6536,106206.5236,No
96703,259141.095,10.32,maize,SIDDIPET,TRUE,18,65072,7.18,287050.5909,2022,26379.12154,342654.8219,6,340522.0808,-11600.51005,No
16332,501012.845,21.29,bengal gram,BHADRADRI,TRUE,18,70859,7.29,555798.5996,2020,32275.64,1235118.06,3,1138094.448,511436.8484,Yes
72011,1091645.11,12.71,paddy,RANGAREDDY,TRUE,18,148191,7.38,1212463.28,2021,172639.93,1311511.218,5,1199208.975,-161445.3052,No
60632,1418266.2,15.66,paddy,WARANGAL,TRUE,12,137624,7.23,1520874.5,2021,314672.04,2783381.778,6,2248367.245,589868.7446,Yes
55978,50034.68,0.67,chilli,JOGULAMBA GADWAL,FALSE,18,0,7.47,55640.71,2020,836.83,88220.508,5,88220.508,32579.798,No
55978,50034.68,0.67,chilli,JOGULAMBA GADWAL,FALSE,18,0,7.47,55640.71,2020,718.24,69767.904,3,69767.904,14127.194,No
63520,842341.38,8.69,paddy,KARIMNAGAR,TRUE,12,177956,7.29,903762.15,2021,188503.48,1703547.626,6,1492483.338,410765.1882,Yes
47334,502783.4,15.59,groundnut,SURYAPET,TRUE,12,111379,7.1,538481.0214,2022,16244.78,378353.71,4,374436.0245,-275423.9969,No
75175,1639029.74,22.52,chilli,NIZAMABAD,FALSE,12,0,7.44,1760920.07,2022,22925.36,2155812.576,6,1809068.803,48148.7332,No
15766,1937768.51,21.19,paddy,JANGOAN,FALSE,18,0,7.23,2147939.5,2021,235653.99,1589195.965,4,1412437.176,-735502.3242,No
51411,1570973.49,17.16,paddy,JAYASHANKAR BHOOPALPALLY,FALSE,12,0,7.28,1685392.82,2021,332783.88,2912255.346,6,2338578.742,653185.9222,Yes
93784,201870.78,7.48,maize,SIDDIPET,FALSE,12,0,7.41,216829.4048,2021,40250.9261,725077.6528,4,697569.8875,480740.4827,Yes
37199,1240260.28,14.91,paddy,JAYASHANKAR BHOOPALPALLY,TRUE,12,80733,7.36,1331522.13,2022,239678.25,1963956.383,5,1674769.468,262514.3378,Yes
16083,267798.825,11.06,bengal gram,KARIMNAGAR,FALSE,18,0,7.4,297524.4946,2020,14366.94,527633.89,5,516252.1955,218727.7009,No
16083,267798.825,11.06,bengal gram,KARIMNAGAR,FALSE,18,0,7.4,297524.4946,2020,8383.48,243419.54,5,243419.54,-54104.9546,No
16083,267798.825,11.06,bengal gram,KARIMNAGAR,FALSE,18,0,7.4,297524.4946,2020,8676.57,257341.315,5,257341.315,-40183.1796,No
47978,546861.26,17.89,groundnut,ADILABAD,FALSE,18,0,7.42,607726.9182,2022,19517.99,489837.145,4,480345.2878,-127381.6304,No
28130,2301799.14,23.49,paddy,RAJANNA SIRCILLA,TRUE,18,11160,7.02,2544167.2,2022,603739.98,5683403.151,5,4278382.206,1723055.006,Yes
22883,244201.405,7.64,groundnut,NALGONDA,TRUE,18,40644,7.38,271234.5005,2020,11177.32,389659.1,6,385176.145,73297.6445,No
22883,244201.405,7.64,groundnut,NALGONDA,TRUE,18,40644,7.38,271234.5005,2020,11177.32,389659.1,4,385176.145,73297.6445,Yes
75928,200446.195,6.64,groundnut,KOMARAM BHEEM ASIFABAD,TRUE,18,78452,7.29,222364.9864,2022,13636.51457,587715.9552,7,573330.1574,272513.171,No
63970,940341.28,13.43,chilli,ADILABAD,FALSE,18,0,7.36,1044193.69,2021,15968.27,1642977.852,5,1450084.496,405890.8064,Yes
28987,448679.99,6.38,chilli,KOMARAM BHEEM ASIFABAD,FALSE,12,0,7.2,480994.47,2022,7024.38,693146.168,4,668831.5512,187837.0812,Yes
65603,1729601.66,18.7,paddy,JAGTIAL,TRUE,12,129100,7.03,1851276.31,2022,470828.6,4412266.87,4,3388586.809,1408210.499,Yes
35467,518345.725,23.09,maize,NIRMAL,FALSE,12,0,7.19,555614.7826,2022,123220.8523,2215011.758,3,1850508.231,1294893.448,Yes
97095,766802.7,7.74,paddy,RAJANNA SIRCILLA,FALSE,18,0,7.33,851087.76,2020,194057.28,1816859.736,4,1571801.815,720714.0552,Yes
97095,766802.7,7.74,paddy,RAJANNA SIRCILLA,FALSE,18,0,7.33,851087.76,2020,168105.06,1519706.817,5,1363794.772,512707.0119,Yes
45604,157888.14,6.77,maize,HANUMAKONDA,FALSE,12,0,7.18,169224.5085,2020,47383.23,903351.1588,3,857848.485,688623.9765,Yes
33022,759524.94,8.28,paddy,SURYAPET,FALSE,18,0,7.17,841164.6,2020,118428.84,922651.578,4,874253.8413,33089.2413,Yes
15575,344517.54,13.88,bengal gram,KAMAREDDY,TRUE,18,21311,7.42,382862.3422,2020,18599.2,689197.52,3,665277.768,261104.4258,Yes
15575,344517.54,13.88,bengal gram,KAMAREDDY,TRUE,18,21311,7.42,382862.3422,2020,18599.2,689197.52,6,665277.768,261104.4258,No
15575,344517.54,13.88,bengal gram,KAMAREDDY,TRUE,18,21311,7.42,382862.3422,2020,23415.56,917974.62,3,870278.427,466105.0848,Yes
15575,344517.54,13.88,bengal gram,KAMAREDDY,TRUE,18,21311,7.42,382862.3422,2020,22443.96,871823.62,5,829641.258,425467.9158,Yes
82231,285138.39,3.65,chilli,KOMARAM BHEEM ASIFABAD,TRUE,18,63162,7.19,315900.28,2020,4485.85,469245.46,3,460783.187,81720.907,No
76616,86428.7,1.15,chilli,MEDAK,TRUE,18,151123,7.34,95947.14,2021,2799.718963,363563.4706,7,360385.2971,113315.1571,No
